Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
528,9cCFa8871CDA7D1,English Group,https://www.faulkner-meadows.com/,Norfolk Island,Profound 6thgeneration knowledgebase,2021,Civil Engineering,4636
532,49e8C2aB09eE645,"Powers, Snow and Reilly",http://www.pittman-costa.info/,French Guiana,Centralized client-server orchestration,2022,Mechanical or Industrial Engineering,8251
533,0DEa3A3bfFD4de5,Carrillo Ltd,https://green.com/,Svalbard & Jan Mayen Islands,Cross-group bandwidth-monitored challenge,2016,Building Materials,6465
535,5C2f6AFB91BdFD3,Vance PLC,https://www.ali-maynard.com/,Botswana,Expanded empowering success,2002,Consumer Electronics,3520
541,B6D5F1d5deEAfD5,Nunez-Oconnell,https://pineda-salazar.biz/,Jordan,Diverse context-sensitive projection,2002,Computer Hardware,92
545,F8D50F20EacCbF3,"Clements, Steele and Fields",http://pollard.net/,United States of America,Future-proofed zero administration adapter,2010,Religious Institutions,6936
547,2BE6bCDC9Cb9Ed6,"Grimes, Bauer and Mendez",http://www.shepherd-berry.info/,Belgium,Proactive stable neural-net,2021,Ranching,8019
549,1Dc849EF6c9b8a7,"Hutchinson, Decker and Ruiz",https://nelson.com/,Taiwan,Face-to-face 24/7 challenge,2008,Education Management,4820
552,CbBA1cbE16bA4eB,"Rose, Zuniga and Moses",http://scott.com/,Dominican Republic,Diverse multimedia benchmark,2016,Think Tanks,1578
557,586A45C4E4BFeAE,"Conrad, Holt and Huang",http://kidd-luna.org/,Nigeria,Compatible impactful analyzer,2016,Entertainment / Movie Production,6730
559,eaE84335cACF4e8,"Hardin, Mason and Mcgee",http://www.mullen.com/,Niue,Inverse tertiary synergy,2014,Package / Freight Delivery,9972
561,1911E2dAb4a089B,Cline LLC,http://hicks.com/,Turkmenistan,Mandatory client-server concept,2016,Commercial Real Estate,6385
562,Af9ffb62a67d202,Bean-Daniel,https://www.decker.com/,Moldova,Quality-focused coherent artificial intelligence,2017,Machinery,1373
566,fEE9ac4Bdf3628e,Brooks-Guerra,http://www.schaefer-lutz.biz/,United Arab Emirates,Upgradable client-server approach,2001,Publishing Industry,9785
571,cE55A2A57777f96,"Peck, Ford and David",http://www.richmond-delacruz.org/,Cape Verde,Re-contextualized systemic policy,2002,Professional Training,591
574,DdDae9aDCEc148b,"Hinton, Baldwin and Marshall",https://mcpherson.com/,Romania,Exclusive didactic secured line,2014,Public Relations / PR,320
575,FffB6b3bFBDd0eF,Weeks-Bolton,http://www.peck-bailey.com/,French Southern Territories,Seamless system-worthy solution,2005,Translation / Localization,1483
577,50f7a0d0Bdbbc9B,Mccormick-Monroe,http://www.osborne-oconnor.org/,Northern Mariana Islands,Compatible hybrid artificial intelligence,2014,Staffing / Recruiting,2023
578,EbC8B7e60C503cd,Smith Ltd,http://lam-robinson.com/,Russian Federation,Triple-buffered exuding capability,2009,Apparel / Fashion,3398
580,f764ebCEFaF972a,Pacheco Ltd,http://www.wood.com/,Honduras,Customizable contextually-based Local Area Network,2002,Professional Training,102
581,6ba74A7fa123e6f,"Tanner, Lowe and Mcmahon",https://www.black-cruz.org/,Greece,Proactive tertiary standardization,2007,Computer Networking,4818
585,81bd6b7c02634CC,Petersen PLC,https://www.mckenzie-phelps.net/,United States of America,Focused executive groupware,2022,Design,4180
587,1B57B8DbC99c89C,Hogan-Carpenter,https://king.net/,New Caledonia,Stand-alone bi-directional software,2001,Events Services,562
588,266F663C44cfce2,Davidson Group,http://saunders.biz/,Guernsey,Horizontal contextually-based encoding,2001,Industrial Automation,2681
591,b0D6A5dAb2246dC,"Hurley, Butler and Jordan",https://harrington.biz/,Guernsey,Open-source tertiary orchestration,2006,Defense / Space,5888
598,27580e90BAe5cDF,Morrow-Stevens,https://www.villegas.biz/,Micronesia,Universal content-based neural-net,2011,Luxury Goods / Jewelry,9316
600,FEeb53C4a63feF5,"Howe, Clay and Hamilton",https://www.yoder-lozano.com/,Andorra,User-friendly client-server approach,2010,Staffing / Recruiting,2677
601,C580530C28042a8,"Cox, Murray and Mcclure",https://pacheco.com/,Ethiopia,User-centric local attitude,2014,Fine Art,3800
602,fF04e67DF828Cd4,"Potter, Myers and Alexander",http://www.mccall.biz/,Isle of Man,Re-engineered heuristic array,2013,Computer Software / Engineering,5747
603,89f3fe266DcD0D3,Hendricks-Bryan,https://perkins-day.info/,Uganda,Focused asynchronous benchmark,2006,Warehousing,426
604,39f0d5AA7DA0dEe,Little Group,http://www.hunter.net/,Uganda,Organic homogeneous emulation,2021,Renewables / Environment,4363
605,FE981B1d6a54556,Coleman-Mcgrath,http://foster.com/,Latvia,Optional client-driven website,2004,Airlines / Aviation,3637
608,aB7c84Ad7c4F2AE,Calderon-Crosby,http://jennings-steele.com/,Slovakia (Slovak Republic),Team-oriented logistical matrix,2010,Mental Health Care,5559
609,9c16E83774A55ff,Odom-Melendez,https://fuentes.biz/,Tonga,Object-based executive adapter,2013,Broadcast Media,9656
611,f50db314d39b35E,"Nielsen, Lozano and Kennedy",http://www.vance-schroeder.com/,Cayman Islands,Vision-oriented multi-tasking toolset,2005,Food Production,4411
614,8e82D2eb3501C8C,Harrington-West,http://www.mendoza.com/,Namibia,Enterprise-wide actuating hierarchy,2006,Computer Hardware,5312
618,eE82db7baBd871c,Hernandez-Herman,https://burch-rowland.org/,El Salvador,Multi-tiered tangible complexity,2011,Biotechnology / Greentech,1237
622,35c6E6618445324,Hardy-Fuller,https://mahoney.com/,Denmark,Expanded secondary customer loyalty,2016,Pharmaceuticals,2089
624,Be49Df7AABD7dda,Hicks-Farrell,http://camacho.net/,Lao People's Democratic Republic,Future-proofed analyzing framework,2007,Photography,7403
629,BAfeEdcD84Ca97f,Simon and Sons,https://holloway.info/,Trinidad and Tobago,Monitored bifurcated methodology,2011,Textiles,6255
635,E11c1Aa496d10Ac,"Cohen, Cervantes and Mcclure",http://hoover.com/,India,Object-based foreground strategy,2021,Investment Banking / Venture,8184
641,9cEE6daB3dCEa6e,"Martin, Underwood and Sexton",http://www.horton.com/,Cocos (Keeling) Islands,Switchable exuding ability,2001,Alternative Dispute Resolution,4400
644,dD5B4c49Be0eebC,Juarez-Jensen,https://www.hardin-spears.com/,Haiti,Business-focused grid-enabled neural-net,2012,Newspapers / Journalism,9
645,C51C221dEF4Cd75,"Odonnell, Wilkinson and Taylor",http://walters.com/,Mauritius,Switchable needs-based core,2021,Import / Export,9109
648,0DdB95efcad5815,Rose Ltd,http://keller-harrington.org/,Japan,Object-based multimedia hardware,2012,Information Technology / IT,5572
650,EaeA13B2F8c52cB,Mcdowell and Sons,http://farmer.biz/,Tuvalu,Advanced motivating firmware,2011,Computer Software / Engineering,3380
657,aCb6BfCB2f3Bbc7,"Noble, Pacheco and Fuller",http://meza-morrow.com/,Serbia,Multi-layered zero-defect matrices,2021,Other Industry,7618
663,fA1f04c1F41246d,Bentley-Moore,http://tyler.com/,Pakistan,Function-based bifurcated adapter,2004,Airlines / Aviation,4094
664,e6E49C6d59CA77F,"Joyce, Flowers and Bauer",https://gay-key.com/,Eritrea,Adaptive directional customer loyalty,2011,Maritime,2347
666,b1fEDF03472FA2E,Aguirre Ltd,http://mcneil-mosley.com/,Belgium,Cross-platform bifurcated open system,2005,Consumer Services,5768
667,2BCd85520Cb6C80,Cummings-Hurley,http://www.valentine.com/,Burundi,Fundamental 24/7 encryption,2005,Writing / Editing,8064
672,B9C03dDbf4d9AAD,Archer-Quinn,https://www.lamb.com/,Togo,Open-source even-keeled paradigm,2021,Computer Software / Engineering,908
673,f8130A6c60eEDb6,Farmer-Blackburn,http://www.glenn-strong.com/,Armenia,Intuitive 24hour process improvement,2010,Non - Profit / Volunteering,4592
679,D8aD7cd7BE18A5B,"Kelley, Shepard and Hardin",http://www.nolan.org/,Ghana,Persistent secondary hardware,2017,Cosmetics,9939
680,1de66e8EB18DBc3,Deleon-Lara,https://patel.info/,Sweden,Fundamental well-modulated capacity,2010,Automotive,6200
683,eccCBE69F7e34e7,Whitehead-Malone,https://howell.com/,Aruba,Visionary regional infrastructure,2003,Supermarkets,8605
684,23Ab495Bb251AbC,Booker Inc,https://horton-yates.com/,Czech Republic,Right-sized coherent infrastructure,2006,Media Production,9789
685,b7eD0cfA9ce7aab,Ingram LLC,http://ritter.com/,Western Sahara,Operative coherent emulation,2004,Media Production,2697
689,e689d411A8CBdb3,Fitzpatrick LLC,http://www.delacruz.com/,Chile,Business-focused responsive concept,2004,Computer Hardware,5126
692,9AAcEeF5A80A7E4,Shields-Mcclain,http://www.villegas.com/,Mali,Upgradable tangible groupware,2007,Law Practice / Law Firms,6910
693,b7fA0a6Bad943Be,Gentry-Gamble,https://www.pena-barron.org/,Slovenia,Triple-buffered dedicated process improvement,2002,Performing Arts,9312
694,D809cD6380be45E,Hodge-Shaffer,https://austin.biz/,Bangladesh,Vision-oriented encompassing software,2019,Other Industry,6202
697,DE13eF82DE2dD3d,Roach and Sons,http://www.reid.info/,Morocco,Progressive methodical infrastructure,2007,Electrical / Electronic Manufacturing,9401
699,bFcfDEAfDeC8Eb4,Burns and Sons,http://calderon.info/,Bermuda,Customizable disintermediate groupware,2013,Investment Management / Hedge Fund / Private Equity,6647
701,f5b7a68fe640a12,Salinas Ltd,http://www.dennis.biz/,Vietnam,Stand-alone attitude-oriented analyzer,2003,Textiles,953
703,EB3bfF0B7B70fAD,Barry-Hooper,http://davies-holden.com/,Albania,Monitored reciprocal functionalities,2009,Consumer Electronics,5668
705,B161c056e308E4a,Webb and Sons,https://benton.com/,Saint Kitts and Nevis,Organic dynamic utilization,2021,Pharmaceuticals,1238
706,DF6CB1d9d55A8Ce,"Brewer, Curtis and Mejia",https://www.roberson.com/,Sweden,Visionary didactic middleware,2003,Music,921
710,eE00c0A19f5edD6,Donaldson-Glass,https://macdonald.org/,United States Virgin Islands,Synergized eco-centric hardware,2003,Events Services,2371
711,A96f2C74dCf8dAB,Reid-Austin,https://www.bean.com/,Seychelles,Advanced web-enabled architecture,2021,Nanotechnology,4297
715,BaAb6610f7FD576,"Velasquez, Raymond and Horne",http://oliver-hays.com/,British Indian Ocean Territory (Chagos Archipelago),Inverse content-based middleware,2019,Automotive,6506
717,14A5F1101EfDe6e,"Castro, Travis and Snyder",http://www.castaneda.com/,Jordan,Balanced attitude-oriented info-mediaries,2017,Wine / Spirits,3051
718,b7b4468Cc00bFE9,West and Sons,https://www.lowe.org/,Palau,Programmable national service-desk,2008,Shipbuilding,3456
721,CdcCfaD09BCa855,Hale Inc,https://willis.com/,Isle of Man,Face-to-face system-worthy structure,2012,Religious Institutions,7842
722,1B99e54E9D4AEBe,Lynn Group,https://rivers.info/,Western Sahara,Reduced zero tolerance projection,2006,Philanthropy,6900
727,aAE265B2D35aFdB,"Marshall, Benton and Nielsen",http://russell-perkins.info/,Christmas Island,Re-contextualized directional knowledge user,2007,Computer Hardware,1306
733,92bba55E71FFBB5,Frye PLC,http://james-decker.biz/,Uzbekistan,Public-key attitude-oriented complexity,2007,Computer / Network Security,5648
737,f2C9Db0FE6f4e2C,Ray Ltd,https://www.aguilar.net/,Bermuda,Sharable attitude-oriented policy,2013,Consumer Services,6737
738,cFb2fd093738f2B,Moss PLC,https://www.wolfe-reyes.org/,Costa Rica,Object-based logistical Graphic Interface,2010,Civic / Social Organization,9007
742,56Cfc01C778Ae39,"Fleming, Fields and Harding",http://dunlap-morrison.com/,United Kingdom,Adaptive interactive adapter,2016,Accounting,1822
743,dBf5d56abb9a1f1,"Reyes, Townsend and Santiago",https://hudson.net/,Puerto Rico,Programmable coherent policy,2011,Warehousing,9891
745,9598939ba43a3d4,Wong and Sons,https://www.chapman.com/,Uzbekistan,Multi-channeled client-server monitoring,2001,Fundraising,5086
747,Ca8b0E50BCBbF8B,Villegas-Manning,https://www.nichols.com/,Benin,Right-sized modular intranet,2009,Pharmaceuticals,4426
749,75ea68AcF233ca4,"Harvey, Willis and Avila",https://www.bates-owens.com/,Dominican Republic,Pre-emptive national framework,2005,Wine / Spirits,4056
753,23Bf9c88425dCCC,Huff-Montoya,http://hansen-joyce.biz/,Guatemala,Switchable composite superstructure,2012,Automotive,2842
757,EEb0429F93F75B1,Carter-Glass,https://www.mendez.com/,Colombia,Fundamental executive migration,2003,Research Industry,9191
758,43265Be5c20a2eb,Hall-Novak,https://cummings-glover.com/,Honduras,Cross-platform contextually-based knowledge user,2003,Warehousing,5112
761,128D1D3C470e42a,Wilkins-Cooke,https://ramos.com/,Netherlands,Horizontal cohesive Internet solution,2003,Business Supplies / Equipment,9127
763,f21DB90CC69b5EF,"Pugh, Gibbs and Vance",http://kaiser.net/,British Virgin Islands,Automated content-based hierarchy,2005,Capital Markets / Hedge Fund / Private Equity,4365
769,dFFF67f5be266c3,"Kaiser, Esparza and Ayers",http://www.bonilla.info/,Slovenia,Persistent fresh-thinking instruction set,2003,Government Administration,4539
772,1881847a51ae290,Glenn Inc,http://www.ware.com/,Timor-Leste,Synergistic real-time hardware,2018,Information Services,5476
773,C7294fFbFE1C622,Mccormick Group,https://key.com/,South Georgia and the South Sandwich Islands,Horizontal clear-thinking Local Area Network,2019,Computer / Network Security,8349
775,1Fe913F92E1F4f8,"Wyatt, Michael and Livingston",http://baker.org/,Kenya,Exclusive fault-tolerant benchmark,2001,Environmental Services,2537
777,AC45B5f74EdDD26,Wade Ltd,http://www.mclaughlin.com/,Saint Pierre and Miquelon,Virtual non-volatile orchestration,2014,Fishery,3130
781,5b7AfefB6e9A76E,Sherman Inc,https://www.bennett-hardy.org/,Somalia,De-engineered bandwidth-monitored product,2014,Outsourcing / Offshoring,6098
782,4dCAE6AAeEF9F8A,Roman-Solis,https://knapp.com/,Antigua and Barbuda,Centralized clear-thinking methodology,2003,Information Technology / IT,7390
783,Ef2Ce521CA3FEac,Armstrong Inc,http://mcdonald-mills.com/,Reunion,User-friendly multimedia intranet,2019,Information Services,6965
789,F471FA8D1bbaFA0,Waller and Sons,http://golden.biz/,Bolivia,Automated full-range strategy,2013,Investment Banking / Venture,2760
791,5E0a048002B9f8b,"Callahan, Cox and Vance",http://www.wiley.net/,Chad,Reactive fault-tolerant system engine,2017,Judiciary,2129
793,FCAB2ceae2F6FB9,"Boyer, Summers and Blake",http://esparza.com/,Venezuela,Triple-buffered system-worthy database,2014,Library,1210
794,8Cbb53C0c2d4CB3,Woods-Donaldson,https://burch.com/,Sudan,Re-contextualized even-keeled software,2004,Arts / Crafts,5665
796,37eeF95ca92778B,"Dyer, Romero and Melendez",https://summers.com/,Ukraine,Profit-focused multimedia access,2003,Defense / Space,8187
797,e6A32c3fb41Dc74,"Rowland, Williams and Donaldson",http://sanders.com/,Macedonia,Business-focused responsive approach,2012,Warehousing,2914
798,C5bFcAE98b86bF7,"Tyler, Robertson and Christensen",https://www.higgins.biz/,Venezuela,Up-sized fresh-thinking firmware,2022,Security / Investigations,9288
803,F4e1cAd61aDbc79,"Chang, Pineda and Lester",https://jimenez.biz/,Venezuela,Advanced object-oriented access,2006,Performing Arts,2276
806,4BCdDADcbDeCBb0,Davila-Jacobson,https://scott.com/,Christmas Island,Face-to-face impactful website,2011,Government Relations,7369
807,BC93D0fa5fcFCDd,Lawson and Sons,http://www.bender.info/,Guyana,Universal mission-critical capacity,2015,Computer Hardware,8813
810,De358E2fF3165C5,Duffy LLC,https://kane.com/,Angola,Intuitive non-volatile emulation,2016,Market Research,6310
811,F74fcEb818FdfaF,"Mann, Holt and Ellis",https://www.fowler.biz/,Zimbabwe,Re-contextualized fresh-thinking capacity,2003,Packaging / Containers,8113
812,e9CEdeeDD3302FE,"Ferrell, Wallace and Savage",http://www.mcdonald.org/,Poland,Business-focused systemic approach,2008,Civic / Social Organization,4697
816,c10CfE8B07FFe99,Contreras-Mcintosh,https://www.hill-holland.org/,Latvia,Reverse-engineered heuristic capacity,2019,Staffing / Recruiting,805
817,CAeE4eA6a9b31b5,Rodgers Ltd,http://castro.org/,Ireland,Advanced coherent neural-net,2018,Library,2417
819,dB0bd5Cc4d3B9B2,"Crosby, Howell and Moran",https://scott-sandoval.com/,Mayotte,Automated neutral hierarchy,2007,Internet,9886
820,8D5FBa361509E04,Holder Ltd,https://burton-dougherty.biz/,Guam,Persistent homogeneous throughput,2007,International Affairs,7441
823,6FEb240Fd705125,Wilson Group,https://www.schaefer.info/,Mayotte,Exclusive zero-defect implementation,2001,Farming,7892
825,84c2F3682115D50,Nash Group,http://may.biz/,Spain,Automated 6thgeneration open architecture,2015,Motion Pictures / Film,8888
827,fccFE2097e7Aa37,Ali-Wang,https://collier-hendrix.com/,Grenada,Streamlined zero tolerance neural-net,2009,Fundraising,2225
833,Fb7b3bA28Dc659E,"Yoder, Schwartz and Herring",http://www.andrade.com/,Panama,Virtual scalable core,2008,Music,1653
835,F075d65AF7A47A2,Gardner-Sherman,https://www.wilkinson.com/,Saint Martin,Grass-roots 5thgeneration workforce,2008,Insurance,5420
836,BE3Ca58A31Bae0D,Hayes-Moon,https://gillespie-rivers.biz/,Holy See (Vatican City State),Focused web-enabled task-force,2006,Logistics / Procurement,4571
839,dFac348A00243B7,"Vang, Rowland and Hahn",https://www.rich.info/,Suriname,Sharable 5thgeneration software,2015,Publishing Industry,5695
843,dbd8d01F9F9bdDd,"Haas, Romero and Woodward",http://hinton.com/,Greece,Multi-tiered maximized function,2009,Telecommunications,9926
844,C39fC12ac1bbbD7,Best-Benton,https://www.mendoza.com/,Guernsey,Monitored optimizing attitude,2017,Medical Equipment,2143
846,BbD9c88BfBFaCBc,"Morrison, Hammond and Mosley",https://floyd.com/,Cape Verde,Pre-emptive asymmetric software,2015,Semiconductors,8124
848,BDc3eDF49e6d48a,Chang PLC,https://larsen-martin.net/,Mauritius,Balanced coherent success,2005,Market Research,5856
851,9Dfd5dDaa766C0d,"Lawson, Wells and Clark",https://cooper-blanchard.com/,Madagascar,Versatile modular capacity,2002,Security / Investigations,4100
853,06097a4ccaA15eC,Rollins Ltd,http://small-ferrell.org/,Papua New Guinea,Proactive 3rdgeneration architecture,2015,Food Production,5650
854,aEbd01Ffeb06AcC,Hoover Group,https://www.carrillo.com/,Saint Helena,Ameliorated non-volatile conglomeration,2006,Computer / Network Security,7034
855,CCc6CBB1D7a9D2f,Shepherd-Dunlap,http://werner.com/,Tunisia,Extended clear-thinking secured line,2003,Plastics,7802
858,2E20a6e16eDCAdd,"Madden, Zavala and Frost",http://www.stephenson-owen.com/,Senegal,Re-engineered transitional structure,2017,Medical Practice,9270
859,3884aF7889A3104,Montoya LLC,http://www.thomas-woods.info/,Burkina Faso,Front-line client-server conglomeration,2020,Museums / Institutions,788
